location,latitude,longitude,time,temperature,humidity,precipitation,wind_speed,pm2_5,pm10,nitrogen_dioxide,ozone,sulphur_dioxide,carbon_monoxide
Vasant Kunj,28.52,77.1577,2026-08-15 00:00:00,27.5,93,0.0,2.3,105.5,113.4,85.3,11.0,41.1,794.0
Vasant Kunj,28.52,77.1577,2026-08-15 01:00:00,27.2,94,0.0,2.5,109.2,117.1,82.9,8.0,38.2,706.0
Vasant Kunj,28.52,77.1577,2026-08-15 02:00:00,27.0,95,0.0,2.7,109.4,117.1,81.7,6.0,36.3,635.0
Vasant Kunj,28.52,77.1577,2026-08-15 03:00:00,26.9,95,0.0,4.1,111.8,120.1,84.2,0.0,35.9,580.0
Vasant Kunj,28.52,77.1577,2026-08-15 04:00:00,26.8,95,0.0,3.4,115.9,124.3,88.1,0.0,36.6,543.0
Vasant Kunj,28.52,77.1577,2026-08-15 05:00:00,26.3,97,0.0,8.3,76.8,87.8,38.9,36.0,25.9,561.0
Vasant Kunj,28.52,77.1577,2026-08-15 06:00:00,26.5,98,0.9,3.9,77.5,89.2,37.1,46.0,27.0,694.0
Vasant Kunj,28.52,77.1577,2026-08-15 07:00:00,26.9,97,0.3,1.8,70.1,82.9,34.3,63.0,28.6,883.0
Vasant Kunj,28.52,77.1577,2026-08-15 08:00:00,27.9,93,0.2,3.3,53.8,67.8,30.5,87.0,29.7,981.0
Vasant Kunj,28.52,77.1577,2026-08-15 09:00:00,28.9,87,0.0,2.7,46.9,60.8,24.7,127.0,30.1,900.0
Vasant Kunj,28.52,77.1577,2026-08-15 10:00:00,30.2,81,0.0,1.5,46.1,58.9,17.8,176.0,30.1,730.0
Vasant Kunj,28.52,77.1577,2026-08-15 11:00:00,31.9,71,0.1,8.2,48.0,59.5,12.8,212.0,29.6,592.0
Vasant Kunj,28.52,77.1577,2026-08-15 12:00:00,32.1,72,0.5,7.4,49.2,59.6,10.6,228.0,28.5,531.0
Vasant Kunj,28.52,77.1577,2026-08-15 13:00:00,31.0,79,0.7,9.8,48.1,56.9,10.2,231.0,26.9,502.0
Vasant Kunj,28.52,77.1577,2026-08-15 14:00:00,31.7,76,0.8,5.4,45.8,53.7,11.3,228.0,25.5,495.0
Vasant Kunj,28.52,77.1577,2026-08-15 15:00:00,32.4,70,0.1,7.2,44.9,52.2,13.5,220.0,24.6,486.0
Vasant Kunj,28.52,77.1577,2026-08-15 16:00:00,32.3,67,0.0,7.2,43.2,50.1,17.2,205.0,24.0,499.0
Vasant Kunj,28.52,77.1577,2026-08-15 17:00:00,31.6,74,0.0,8.9,45.3,82.7,19.3,192.0,26.2,593.0
Vasant Kunj,28.52,77.1577,2026-08-15 18:00:00,30.9,80,0.0,4.9,53.9,87.1,39.8,150.0,27.8,871.0
Vasant Kunj,28.52,77.1577,2026-08-15 19:00:00,30.3,84,0.0,4.8,71.2,107.1,67.8,92.0,30.0,1230.0
Vasant Kunj,28.52,77.1577,2026-08-15 20:00:00,29.9,85,0.0,4.0,82.0,115.5,85.9,48.0,30.7,1421.0
Vasant Kunj,28.52,77.1577,2026-08-15 21:00:00,29.4,86,0.0,5.0,85.0,118.3,85.3,34.0,28.9,1295.0
Vasant Kunj,28.52,77.1577,2026-08-15 22:00:00,29.0,87,0.0,4.1,82.9,118.7,74.8,34.0,25.7,1001.0
Vasant Kunj,28.52,77.1577,2026-08-15 23:00:00,28.8,88,0.0,7.4,74.5,112.7,64.0,34.0,22.3,743.0
Vasant Kunj,28.52,77.1577,2026-08-16 00:00:00,28.6,91,0.0,8.1,63.3,101.0,55.2,30.0,18.5,580.0
Vasant Kunj,28.52,77.1577,2026-08-16 01:00:00,28.4,89,0.0,8.7,54.1,90.6,46.1,26.0,14.5,452.0
Vasant Kunj,28.52,77.1577,2026-08-16 02:00:00,28.3,88,0.0,7.6,47.8,78.9,39.1,24.0,11.7,384.0
Vasant Kunj,28.52,77.1577,2026-08-16 03:00:00,26.8,94,1.0,8.5,39.8,60.8,35.7,22.0,10.7,414.0
Vasant Kunj,28.52,77.1577,2026-08-16 04:00:00,26.7,95,0.3,8.0,38.2,54.5,34.3,21.0,10.9,503.0
Vasant Kunj,28.52,77.1577,2026-08-16 05:00:00,27.6,87,0.0,12.3,41.8,155.1,16.5,46.0,8.5,559.0
Vasant Kunj,28.52,77.1577,2026-08-16 06:00:00,27.8,85,0.0,10.3,46.6,165.8,16.6,46.0,9.4,539.0
Vasant Kunj,28.52,77.1577,2026-08-16 07:00:00,28.2,84,0.2,9.3,50.2,166.2,16.6,47.0,10.7,486.0
Vasant Kunj,28.52,77.1577,2026-08-16 08:00:00,29.3,79,0.0,9.6,50.9,162.5,15.6,55.0,11.7,431.0
Vasant Kunj,28.52,77.1577,2026-08-16 09:00:00,30.5,73,0.0,10.3,145.8,1128.8,12.7,76.0,12.2,382.0
Vasant Kunj,28.52,77.1577,2026-08-16 10:00:00,31.7,69,0.0,9.5,258.0,2116.0,8.8,103.0,12.5,331.0
Vasant Kunj,28.52,77.1577,2026-08-16 11:00:00,32.5,66,0.0,9.2,273.8,2190.5,5.8,125.0,12.8,293.0
Vasant Kunj,28.52,77.1577,2026-08-16 12:00:00,32.9,64,0.1,8.1,126.7,746.9,4.2,138.0,13.0,268.0
Vasant Kunj,28.52,77.1577,2026-08-16 13:00:00,33.1,64,0.3,6.8,95.5,495.5,3.6,146.0,13.2,256.0
Vasant Kunj,28.52,77.1577,2026-08-16 14:00:00,32.9,64,0.1,7.9,96.6,547.6,4.6,147.0,13.4,269.0
Vasant Kunj,28.52,77.1577,2026-08-16 15:00:00,33.0,64,0.0,9.1,90.3,484.3,7.7,140.0,13.4,315.0
Vasant Kunj,28.52,77.1577,2026-08-16 16:00:00,32.9,65,0.0,9.3,87.1,438.7,12.6,127.0,13.4,386.0
Vasant Kunj,28.52,77.1577,2026-08-16 17:00:00,31.7,74,0.1,5.2,152.3,998.4,16.7,95.0,11.6,472.0
Vasant Kunj,28.52,77.1577,2026-08-16 18:00:00,31.0,81,0.0,2.7,127.6,597.9,26.2,76.0,13.6,597.0
Vasant Kunj,28.52,77.1577,2026-08-16 19:00:00,30.0,85,0.0,4.7,115.7,440.5,39.1,50.0,16.4,737.0
Vasant Kunj,28.52,77.1577,2026-08-16 20:00:00,29.3,87,0.0,5.7,99.2,305.5,48.3,31.0,18.4,814.0
Vasant Kunj,28.52,77.1577,2026-08-16 21:00:00,29.0,86,0.0,7.5,80.3,204.9,50.1,24.0,18.6,776.0
Vasant Kunj,28.52,77.1577,2026-08-16 22:00:00,28.9,86,0.0,6.7,64.5,132.7,48.2,23.0,17.9,674.0
Vasant Kunj,28.52,77.1577,2026-08-16 23:00:00,28.9,87,0.0,5.1,64.5,120.1,45.7,24.0,17.8,587.0
Vasant Kunj,28.52,77.1577,2026-08-17 00:00:00,28.4,87,0.0,7.1,61.7,123.9,43.0,25.0,18.9,549.0
Vasant Kunj,28.52,77.1577,2026-08-17 01:00:00,28.4,84,0.0,8.0,63.1,124.3,39.8,28.0,20.4,526.0
Vasant Kunj,28.52,77.1577,2026-08-17 02:00:00,27.9,86,0.0,7.2,63.8,119.2,38.5,28.0,21.7,492.0
Vasant Kunj,28.52,77.1577,2026-08-17 03:00:00,27.6,84,0.0,8.8,65.7,115.0,41.6,20.0,22.5,422.0
Vasant Kunj,28.52,77.1577,2026-08-17 04:00:00,27.4,82,0.0,9.6,68.9,122.5,46.6,10.0,22.9,341.0
Vasant Kunj,28.52,77.1577,2026-08-17 05:00:00,28.0,80,0.0,12.7,39.9,115.9,21.8,33.0,10.9,304.0
Vasant Kunj,28.52,77.1577,2026-08-17 06:00:00,27.8,80,0.0,12.1,36.7,115.5,20.0,37.0,10.5,363.0
Vasant Kunj,28.52,77.1577,2026-08-17 07:00:00,28.4,79,0.0,11.7,32.0,88.7,17.4,44.0,10.0,466.0
Vasant Kunj,28.52,77.1577,2026-08-17 08:00:00,29.4,76,0.0,11.8,29.7,74.7,14.7,55.0,9.8,512.0
Vasant Kunj,28.52,77.1577,2026-08-17 09:00:00,30.2,74,0.0,10.3,36.1,91.5,11.7,73.0,10.2,435.0
Vasant Kunj,28.52,77.1577,2026-08-17 10:00:00,31.3,71,0.0,10.2,178.3,1527.4,8.5,96.0,10.8,301.0
Vasant Kunj,28.52,77.1577,2026-08-17 11:00:00,32.3,65,0.0,11.3,253.3,2123.4,6.1,115.0,11.3,205.0
Vasant Kunj,28.52,77.1577,2026-08-17 12:00:00,32.9,64,0.0,9.9,130.4,875.4,4.4,128.0,11.3,175.0
Vasant Kunj,28.52,77.1577,2026-08-17 13:00:00,33.0,65,0.0,8.5,85.4,463.8,3.5,138.0,11.2,184.0
Vasant Kunj,28.52,77.1577,2026-08-17 14:00:00,28.9,84,0.0,7.6,68.5,327.8,4.4,140.0,11.0,243.0
Vasant Kunj,28.52,77.1577,2026-08-17 15:00:00,29.7,81,0.1,7.5,58.9,251.5,6.7,133.0,10.6,355.0
Vasant Kunj,28.52,77.1577,2026-08-17 16:00:00,30.0,81,0.0,9.0,51.3,191.9,10.7,120.0,10.3,517.0
Vasant Kunj,28.52,77.1577,2026-08-17 17:00:00,30.1,81,0.3,5.4,44.9,124.8,18.5,101.0,10.9,730.0
Vasant Kunj,28.52,77.1577,2026-08-17 18:00:00,29.6,85,0.1,1.8,44.9,93.6,33.7,74.0,13.4,1083.0
Vasant Kunj,28.52,77.1577,2026-08-17 19:00:00,29.1,89,3.1,6.5,50.9,88.9,52.6,42.0,16.9,1488.0
Vasant Kunj,28.52,77.1577,2026-08-17 20:00:00,28.6,91,0.1,1.3,57.4,85.2,66.2,19.0,19.9,1676.0
Vasant Kunj,28.52,77.1577,2026-08-17 21:00:00,24.9,97,0.0,11.9,57.0,82.7,70.5,11.0,22.3,1464.0
Vasant Kunj,28.52,77.1577,2026-08-17 22:00:00,25.1,96,0.0,3.7,53.9,76.4,69.5,12.0,24.2,1035.0
Vasant Kunj,28.52,77.1577,2026-08-17 23:00:00,25.1,99,0.0,4.4,51.3,67.1,66.1,14.0,24.7,677.0
Vasant Kunj,28.52,77.1577,2026-08-18 00:00:00,25.0,98,0.0,7.9,44.9,56.7,60.2,17.0,22.7,495.0
Vasant Kunj,28.52,77.1577,2026-08-18 01:00:00,24.9,98,0.0,7.9,43.1,52.4,51.9,22.0,19.2,384.0
Vasant Kunj,28.52,77.1577,2026-08-18 02:00:00,25.0,98,0.2,6.1,39.7,47.7,44.3,26.0,16.5,314.0
Vasant Kunj,28.52,77.1577,2026-08-18 03:00:00,25.0,98,0.1,3.7,16.5,19.6,38.3,29.0,15.5,281.0
Vasant Kunj,28.52,77.1577,2026-08-18 04:00:00,24.9,99,0.0,3.9,16.0,20.4,33.0,31.0,15.2,289.0
Vasant Kunj,28.52,77.1577,2026-08-18 05:00:00,24.9,99,0.0,3.0,21.0,26.1,28.7,35.0,14.9,319.0
Vasant Kunj,28.52,77.1577,2026-08-18 06:00:00,25.1,98,0.5,2.4,24.4,29.8,26.0,39.0,14.4,390.0
Vasant Kunj,28.52,77.1577,2026-08-18 07:00:00,25.9,98,0.1,0.8,28.7,40.5,24.2,44.0,13.9,483.0
Vasant Kunj,28.52,77.1577,2026-08-18 08:00:00,26.7,93,0.0,3.8,32.0,63.6,21.6,56.0,13.7,523.0
Vasant Kunj,28.52,77.1577,2026-08-18 09:00:00,28.5,84,0.0,4.0,37.0,103.6,16.8,79.0,13.8,458.0
Vasant Kunj,28.52,77.1577,2026-08-18 10:00:00,30.2,76,0.1,6.6,46.0,157.9,11.3,109.0,14.1,340.0
Vasant Kunj,28.52,77.1577,2026-08-18 11:00:00,31.2,71,0.1,5.0,58.2,226.8,7.2,134.0,14.4,254.0
Vasant Kunj,28.52,77.1577,2026-08-18 12:00:00,31.6,70,0.4,3.5,64.3,249.6,5.4,151.0,14.8,230.0
Vasant Kunj,28.52,77.1577,2026-08-18 13:00:00,32.1,68,0.4,3.5,64.3,242.1,5.2,163.0,15.4,238.0
Vasant Kunj,28.52,77.1577,2026-08-18 14:00:00,32.5,66,0.3,3.1,63.1,231.9,6.3,167.0,15.6,274.0
Vasant Kunj,28.52,77.1577,2026-08-18 15:00:00,32.5,66,0.2,4.5,60.3,214.7,7.3,162.0,15.0,316.0
Vasant Kunj,28.52,77.1577,2026-08-18 16:00:00,32.0,68,0.2,5.3,58.7,204.0,9.7,150.0,14.1,386.0
Vasant Kunj,28.52,77.1577,2026-08-18 17:00:00,31.1,72,0.2,4.5,56.0,176.0,17.7,131.0,14.5,548.0
Vasant Kunj,28.52,77.1577,2026-08-18 18:00:00,28.3,84,0.0,11.2,62.2,143.4,36.8,99.0,17.2,936.0
Vasant Kunj,28.52,77.1577,2026-08-18 19:00:00,26.1,97,0.0,2.9,75.2,154.1,61.4,61.0,21.1,1416.0
Vasant Kunj,28.52,77.1577,2026-08-18 20:00:00,26.5,97,0.0,3.4,79.9,161.6,79.3,32.0,25.1,1651.0
Vasant Kunj,28.52,77.1577,2026-08-18 21:00:00,26.5,98,0.0,7.2,85.0,156.5,84.9,21.0,29.2,1405.0
Vasant Kunj,28.52,77.1577,2026-08-18 22:00:00,26.4,96,0.1,6.4,93.8,158.3,83.6,21.0,33.3,914.0
Vasant Kunj,28.52,77.1577,2026-08-18 23:00:00,26.3,96,0.2,8.0,84.1,133.6,79.6,22.0,35.6,546.0
Vasant Kunj,28.52,77.1577,2026-08-19 00:00:00,26.0,97,0.0,7.2,78.5,120.6,71.9,24.0,34.7,474.0
Vasant Kunj,28.52,77.1577,2026-08-19 01:00:00,25.8,97,0.0,4.4,76.1,114.8,61.5,27.0,32.1,525.0
Vasant Kunj,28.52,77.1577,2026-08-19 02:00:00,25.7,96,0.0,3.8,79.2,112.5,54.8,28.0,29.9,554.0
Vasant Kunj,28.52,77.1577,2026-08-19 03:00:00,25.7,96,0.0,5.0,84.5,117.8,56.9,20.0,29.3,487.0
Vasant Kunj,28.52,77.1577,2026-08-19 04:00:00,25.7,95,0.0,7.7,88.5,123.9,62.8,9.0,29.1,397.0
Vasant Kunj,28.52,77.1577,2026-08-19 05:00:00,25.7,96,0.0,6.5,89.9,123.9,63.8,6.0,28.4,359.0
Vasant Kunj,28.52,77.1577,2026-08-19 06:00:00,25.8,97,0.0,7.9,81.0,115.9,54.9,14.0,26.3,426.0
Vasant Kunj,28.52,77.1577,2026-08-19 07:00:00,26.7,93,0.0,5.8,61.0,102.9,41.2,30.0,23.7,544.0
Vasant Kunj,28.52,77.1577,2026-08-19 08:00:00,28.0,87,0.0,5.8,54.2,114.6,29.2,53.0,21.7,624.0
Vasant Kunj,28.52,77.1577,2026-08-19 09:00:00,29.6,79,0.0,5.4,54.0,149.0,20.9,89.0,20.9,619.0
Vasant Kunj,28.52,77.1577,2026-08-19 10:00:00,30.8,73,0.0,4.9,97.3,577.4,14.3,134.0,20.6,575.0
Vasant Kunj,28.52,77.1577,2026-08-19 11:00:00,31.8,71,0.0,3.1,116.6,720.8,9.5,170.0,20.5,541.0
Vasant Kunj,28.52,77.1577,2026-08-19 12:00:00,32.3,69,0.2,3.4,93.6,463.8,6.3,195.0,20.4,525.0
Vasant Kunj,28.52,77.1577,2026-08-19 13:00:00,32.6,70,0.2,3.5,82.4,350.2,4.8,213.0,20.4,520.0
Vasant Kunj,28.52,77.1577,2026-08-19 14:00:00,32.8,70,0.2,2.6,77.8,309.2,5.6,217.0,20.0,549.0
Vasant Kunj,28.52,77.1577,2026-08-19 15:00:00,32.5,72,0.3,5.3,90.3,438.7,9.0,202.0,18.7,603.0
Vasant Kunj,28.52,77.1577,2026-08-19 16:00:00,30.9,78,0.2,6.7,80.3,350.2,14.7,173.0,17.1,693.0
Vasant Kunj,28.52,77.1577,2026-08-19 17:00:00,27.9,92,0.0,3.7,64.7,208.6,22.3,144.0,16.5,872.0
Vasant Kunj,28.52,77.1577,2026-08-19 18:00:00,26.8,98,0.0,1.4,66.4,167.2,33.3,116.0,17.6,1251.0
Vasant Kunj,28.52,77.1577,2026-08-19 19:00:00,26.8,98,0.0,1.2,73.1,165.3,46.2,87.0,19.6,1721.0
Vasant Kunj,28.52,77.1577,2026-08-19 20:00:00,26.7,98,2.7,5.2,65.7,129.0,56.0,65.0,22.2,2006.0
Vasant Kunj,28.52,77.1577,2026-08-19 21:00:00,26.7,98,1.1,7.9,66.1,116.9,61.1,53.0,25.7,1959.0
Vasant Kunj,28.52,77.1577,2026-08-19 22:00:00,26.6,97,0.2,7.4,74.0,118.3,63.1,48.0,29.6,1727.0
Vasant Kunj,28.52,77.1577,2026-08-19 23:00:00,26.6,96,0.0,5.0,81.5,120.6,62.2,46.0,32.4,1481.0
Vasant Kunj,28.52,77.1577,2026-08-20 00:00:00,26.4,97,0.0,1.5,86.8,126.2,57.1,47.0,33.0,1251.0
Vasant Kunj,28.52,77.1577,2026-08-20 01:00:00,26.3,98,0.0,0.4,88.2,133.2,49.0,51.0,32.4,1007.0
Vasant Kunj,28.52,77.1577,2026-08-20 02:00:00,26.2,98,0.0,1.0,85.9,121.5,42.4,54.0,32.0,822.0
Vasant Kunj,28.52,77.1577,2026-08-20 03:00:00,26.1,97,0.1,4.3,80.3,113.6,38.9,53.0,32.7,733.0
Vasant Kunj,28.52,77.1577,2026-08-20 04:00:00,25.6,99,1.4,4.4,71.7,99.7,36.8,51.0,33.7,704.0
Vasant Kunj,28.52,77.1577,2026-08-20 05:00:00,25.8,96,0.6,1.5,69.4,91.7,35.0,52.0,33.9,694.5
Vasant Kunj,28.52,77.1577,2026-08-20 06:00:00,25.9,95,1.1,0.9,68.9,91.3,33.7,56.0,32.6,659.0
Vasant Kunj,28.52,77.1577,2026-08-20 07:00:00,25.7,97,3.1,7.7,59.4,83.1,32.8,62.0,30.4,605.8
Vasant Kunj,28.52,77.1577,2026-08-20 08:00:00,26.4,98,0.6,5.5,41.3,66.6,30.6,75.0,28.8,525.0
Vasant Kunj,28.52,77.1577,2026-08-20 09:00:00,27.1,92,0.3,1.7,35.9,63.1,25.9,98.0,28.1,470.0
Vasant Kunj,28.52,77.1577,2026-08-20 10:00:00,28.5,85,0.1,0.6,35.6,68.2,19.9,126.0,27.9,416.0
Vasant Kunj,28.52,77.1577,2026-08-20 11:00:00,29.2,81,0.1,1.5,38.2,73.6,15.0,156.0,27.9,378.0
Vasant Kunj,28.52,77.1577,2026-08-20 12:00:00,30.6,76,0.0,1.5,36.7,66.4,11.5,188.0,28.0,364.0
Vasant Kunj,28.52,77.1577,2026-08-20 13:00:00,30.9,75,0.0,1.6,40.2,68.9,9.0,221.0,28.2,368.0
Vasant Kunj,28.52,77.1577,2026-08-20 14:00:00,31.6,72,0.1,2.2,42.1,69.4,8.5,242.0,28.4,380.0
Vasant Kunj,28.52,77.1577,2026-08-20 15:00:00,31.3,74,0.1,2.2,44.7,70.5,10.5,245.0,28.4,398.0
Vasant Kunj,28.52,77.1577,2026-08-20 16:00:00,31.4,78,1.4,1.9,46.4,71.0,14.6,236.0,28.3,425.0
Vasant Kunj,28.52,77.1577,2026-08-20 17:00:00,30.9,81,1.6,4.5,45.6,67.3,19.7,219.0,28.6,467.0
Vasant Kunj,28.52,77.1577,2026-08-20 18:00:00,28.0,92,0.1,6.8,46.7,61.9,26.6,190.0,29.5,535.0
Vasant Kunj,28.52,77.1577,2026-08-20 19:00:00,27.5,95,0.2,1.8,47.4,55.5,34.5,152.0,30.8,619.0
Vasant Kunj,28.52,77.1577,2026-08-20 20:00:00,27.2,97,0.2,1.6,50.5,57.9,41.0,120.0,32.2,693.0
Vasant Kunj,28.52,77.1577,2026-08-20 21:00:00,27.1,97,0.0,1.4,58.2,64.7,45.2,100.0,34.3,756.0
Vasant Kunj,28.52,77.1577,2026-08-20 22:00:00,27.1,97,0.0,0.5,65.7,71.7,47.8,86.0,36.6,810.0
Vasant Kunj,28.52,77.1577,2026-08-20 23:00:00,27.0,98,0.0,2.5,68.7,73.6,48.5,75.0,37.3,835.0
Vasant Kunj,28.52,77.1577,2026-08-21 00:00:00,26.7,99,0.0,3.5,66.1,71.2,46.0,67.0,35.0,813.0
Vasant Kunj,28.52,77.1577,2026-08-21 01:00:00,26.6,99,0.0,4.6,64.5,69.8,41.7,61.0,31.1,763.0
Vasant Kunj,28.52,77.1577,2026-08-21 02:00:00,26.6,98,0.0,4.5,65.7,70.8,38.7,56.0,28.5,724.0
Vasant Kunj,28.52,77.1577,2026-08-21 03:00:00,26.5,97,0.2,2.6,67.1,72.9,39.2,48.0,28.5,715.0
Vasant Kunj,28.52,77.1577,2026-08-21 04:00:00,26.4,96,0.2,0.5,68.9,75.9,41.2,41.0,29.7,717.0
Vasant Kunj,28.52,77.1577,2026-08-21 05:00:00,26.4,95,0.2,1.7,70.5,79.2,41.7,40.0,30.6,708.0
Vasant Kunj,28.52,77.1577,2026-08-21 06:00:00,26.2,95,0.8,1.6,73.3,82.9,39.7,46.0,30.7,679.0
Vasant Kunj,28.52,77.1577,2026-08-21 07:00:00,26.1,95,0.8,6.9,56.0,69.8,36.4,59.0,30.6,640.0
Vasant Kunj,28.52,77.1577,2026-08-21 08:00:00,26.5,93,0.8,9.7,45.6,60.3,32.0,78.0,30.6,593.0
Vasant Kunj,28.52,77.1577,2026-08-21 09:00:00,27.8,86,0.0,8.1,40.3,56.2,26.0,108.0,31.0,531.0
Vasant Kunj,28.52,77.1577,2026-08-21 10:00:00,29.5,77,0.0,4.8,33.1,51.1,19.1,144.0,31.5,462.0
Vasant Kunj,28.52,77.1577,2026-08-21 11:00:00,31.0,72,0.0,3.8,33.3,50.4,13.5,181.0,32.0,416.0
Vasant Kunj,28.52,77.1577,2026-08-21 12:00:00,32.0,69,0.1,3.0,39.5,55.5,10.0,221.0,33.0,411.0
Vasant Kunj,28.52,77.1577,2026-08-21 13:00:00,32.6,67,0.1,1.9,44.8,58.9,7.9,261.0,33.9,428.0
Vasant Kunj,28.52,77.1577,2026-08-21 14:00:00,32.5,69,0.1,1.7,48.8,61.7,7.1,284.0,33.7,442.0
Vasant Kunj,28.52,77.1577,2026-08-21 15:00:00,30.9,75,0.0,1.8,48.8,60.8,5.8,284.0,30.7,415.0
Vasant Kunj,28.52,77.1577,2026-08-21 16:00:00,28.5,86,0.0,2.0,45.3,56.6,5.8,268.0,26.5,386.0
Vasant Kunj,28.52,77.1577,2026-08-21 17:00:00,26.7,96,0.0,1.8,43.0,53.7,12.9,239.0,24.4,442.0
Vasant Kunj,28.52,77.1577,2026-08-21 18:00:00,26.2,99,1.7,1.1,49.2,57.4,35.1,189.0,26.9,688.0
Vasant Kunj,28.52,77.1577,2026-08-21 19:00:00,26.3,100,1.7,2.3,60.1,67.5,64.2,127.0,31.4,1019.0
Vasant Kunj,28.52,77.1577,2026-08-21 20:00:00,26.4,100,1.7,3.5,80.3,87.1,81.8,80.0,33.5,1213.0
Vasant Kunj,28.52,77.1577,2026-08-21 21:00:00,26.4,100,0.1,3.6,70.1,75.2,76.6,64.0,30.5,1138.0
Vasant Kunj,28.52,77.1577,2026-08-21 22:00:00,26.3,100,0.1,3.2,53.8,58.4,59.8,63.0,25.0,924.0
Vasant Kunj,28.52,77.1577,2026-08-21 23:00:00,26.3,100,0.1,2.5,47.6,52.2,46.1,63.0,20.5,744.0
Noida,28.5355,77.391,2026-07-18 00:00:00,30.8,75,0.0,5.6,124.8,447.0,63.8,7.0,19.8,667.0
Noida,28.5355,77.391,2026-07-18 01:00:00,30.8,72,0.0,6.2,126.2,486.2,58.7,9.0,18.1,556.0
Noida,28.5355,77.391,2026-07-18 02:00:00,30.4,75,0.0,3.6,122.5,470.3,52.9,12.0,16.4,458.0
Noida,28.5355,77.391,2026-07-18 03:00:00,30.4,75,0.0,3.3,113.2,423.8,45.6,16.0,14.9,367.0
Noida,28.5355,77.391,2026-07-18 04:00:00,30.3,72,0.0,4.1,102.0,374.4,37.7,22.0,13.4,290.0
Noida,28.5355,77.391,2026-07-18 05:00:00,31.5,68,0.0,9.8,52.7,90.3,38.3,24.0,16.3,258.0
Noida,28.5355,77.391,2026-07-18 06:00:00,31.4,61,0.0,13.0,51.1,146.7,33.6,30.0,14.8,310.0
Noida,28.5355,77.391,2026-07-18 07:00:00,31.8,58,0.0,13.7,82.2,374.4,27.0,40.0,12.6,406.0
Noida,28.5355,77.391,2026-07-18 08:00:00,32.6,57,0.0,12.7,136.4,767.4,20.6,55.0,10.9,459.0
Noida,28.5355,77.391,2026-07-18 09:00:00,33.7,54,0.0,13.1,156.0,897.8,14.8,80.0,10.0,416.0
Noida,28.5355,77.391,2026-07-18 10:00:00,35.1,51,0.0,14.7,169.0,1009.6,9.2,110.0,9.5,329.0
Noida,28.5355,77.391,2026-07-18 11:00:00,35.6,49,0.0,15.6,181.6,1117.6,5.2,131.0,9.2,266.0
Noida,28.5355,77.391,2026-07-18 12:00:00,35.6,49,0.0,13.6,184.9,1154.8,3.4,138.0,8.9,250.0
Noida,28.5355,77.391,2026-07-18 13:00:00,35.9,49,0.0,11.3,175.1,1084.1,3.2,136.0,8.8,257.0
Noida,28.5355,77.391,2026-07-18 14:00:00,36.2,47,0.0,9.7,164.4,1017.0,4.5,131.0,8.6,282.0
Noida,28.5355,77.391,2026-07-18 15:00:00,35.8,48,0.0,6.9,160.7,990.9,7.7,123.0,8.1,327.0
Noida,28.5355,77.391,2026-07-18 16:00:00,35.1,54,0.0,4.4,154.6,905.2,12.4,112.0,7.6,389.0
Noida,28.5355,77.391,2026-07-18 17:00:00,35.6,52,0.0,5.1,119.7,614.7,28.5,85.0,17.6,454.0
Noida,28.5355,77.391,2026-07-18 18:00:00,34.8,62,0.0,2.1,123.4,525.3,47.4,60.0,19.8,529.0
Noida,28.5355,77.391,2026-07-18 19:00:00,33.9,61,0.0,0.7,133.2,484.3,72.9,25.0,22.6,607.0
Noida,28.5355,77.391,2026-07-18 20:00:00,32.1,68,0.0,4.4,136.4,454.5,88.4,2.0,24.0,652.0
Noida,28.5355,77.391,2026-07-18 21:00:00,31.8,69,0.0,8.4,127.6,371.6,84.5,1.0,22.6,647.0
Noida,28.5355,77.391,2026-07-18 22:00:00,31.3,69,0.0,4.6,116.6,374.4,70.5,11.0,19.7,610.0
Noida,28.5355,77.391,2026-07-18 23:00:00,31.4,71,0.0,6.1,106.2,335.3,57.5,21.0,17.1,558.0
Noida,28.5355,77.391,2026-07-19 00:00:00,31.3,75,0.2,1.7,98.0,308.3,49.0,26.0,15.3,485.0
Noida,28.5355,77.391,2026-07-19 01:00:00,30.5,78,0.0,4.1,93.8,307.3,41.6,31.0,13.7,397.0
Noida,28.5355,77.391,2026-07-19 02:00:00,30.3,75,0.0,6.1,91.5,294.3,35.8,34.0,12.4,334.0
Noida,28.5355,77.391,2026-07-19 03:00:00,29.9,72,0.0,8.2,94.5,333.4,32.2,34.0,11.1,309.0
Noida,28.5355,77.391,2026-07-19 04:00:00,29.3,73,0.0,6.7,98.3,363.2,30.2,33.0,10.1,310.0
Noida,28.5355,77.391,2026-07-19 05:00:00,29.9,79,0.0,1.7,68.0,83.6,49.7,14.0,15.2,338.0
Noida,28.5355,77.391,2026-07-19 06:00:00,30.0,79,0.0,3.4,71.2,104.1,43.9,29.0,14.6,424.0
Noida,28.5355,77.391,2026-07-19 07:00:00,31.0,78,0.0,2.2,71.0,113.4,35.6,51.0,13.8,537.0
Noida,28.5355,77.391,2026-07-19 08:00:00,32.5,70,0.0,2.7,58.8,136.0,27.5,73.0,13.3,587.0
Noida,28.5355,77.391,2026-07-19 09:00:00,33.4,60,0.0,6.5,62.6,253.3,20.0,98.0,13.4,507.0
Noida,28.5355,77.391,2026-07-19 10:00:00,34.1,55,0.0,8.2,84.3,446.1,12.8,123.0,13.7,364.0
